Produkt-ID,Kategorie,Hersteller,Monat,Jahr,Kalendermonat,Preis [€],Wettbewerberpreis [€],Marketingbudget [€],Marketingbudget geschätzt,Kampagne aktiv,Lagerbestand [Stück],Bewertung Durchschnitt,Bewertung ergänzt,Anzahl Bewertungen,Umsatz Vormonat [€],Neues Produkt,Durchschnitt 3 Vormonate [€],Hat 3-Monats-Durchschnitt,Umsatz Vorjahresmonat [€],Hat Vorjahreswert,Umsatz [€],Umsatz korrigiert
PR-0047,Werkzeuge,Garda Tools,2025-07-01,2025,7,64.84,69.42,51.95,0,1,48,3.9,0,32,996.54,0,1538.39,1,1676.38,1,1620.29,0
PR-0047,Werkzeuge,Garda Tools,2025-08-01,2025,8,64.84,55.95,78.97,0,0,40,3.9,0,32,1620.29,0,1512.84,1,995.7,1,1153.29,0
PR-0047,Werkzeuge,Garda Tools,2025-09-01,2025,9,64.84,58.82,102.93,0,0,182,3.9,0,32,1153.29,0,1256.7066666666667,1,965.02,1,1361.14,0
PR-0047,Werkzeuge,Garda Tools,2025-10-01,2025,10,64.84,68.03,108.35,0,0,53,3.9,0,32,1361.14,0,1378.24,1,1001.43,1,1034.8,0
PR-0047,Werkzeuge,Garda Tools,2025-11-01,2025,11,64.84,57.03,87.77,0,0,46,3.9,0,32,1034.8,0,1183.0766666666666,1,835.88,1,1191.57,0
PR-0047,Werkzeuge,Garda Tools,2025-12-01,2025,12,64.84,74.02,76.73,0,0,47,3.9,0,32,1191.57,0,1195.8366666666668,1,1004.17,1,974.9,0
PR-0048,Werkzeuge,Vivero,2024-01-01,2024,1,37.49,41.63,75.19,0,1,179,2.9,0,34,,1,,0,,0,282.44,0
PR-0048,Werkzeuge,Vivero,2024-02-01,2024,2,37.49,38.91,98.99,0,0,176,2.9,0,34,282.44,0,,0,,0,297.3,0
PR-0048,Werkzeuge,Vivero,2024-03-01,2024,3,37.49,41.08,93.95,0,0,70,2.9,1,34,297.3,0,,0,,0,606.01,0
PR-0048,Werkzeuge,Vivero,2024-04-01,2024,4,37.49,41.85,70.12,0,0,138,2.9,0,34,606.01,0,395.25000000000006,1,,0,642.58,0
PR-0048,Werkzeuge,Vivero,2024-05-01,2024,5,37.49,34.78,62.37,0,1,52,2.9,1,34,642.58,0,515.2966666666667,1,,0,638.59,0
PR-0048,Werkzeuge,Vivero,2024-06-01,2024,6,37.49,41.42,51.44,0,0,22,2.9,0,34,638.59,0,629.0600000000001,1,,0,657.51,0
PR-0048,Werkzeuge,Vivero,2024-07-01,2024,7,37.49,34.06,129.3,0,1,52,2.9,0,34,657.51,0,646.2266666666668,1,,0,664.51,0
PR-0048,Werkzeuge,Vivero,2024-08-01,2024,8,37.49,36.52,111.8,0,1,30,2.9,0,34,664.51,0,653.5366666666667,1,,0,577.87,0
PR-0048,Werkzeuge,Vivero,2024-09-01,2024,9,37.49,38.15,87.12,0,0,75,2.9,1,34,577.87,0,633.2966666666667,1,,0,488.24,0
PR-0048,Werkzeuge,Vivero,2024-10-01,2024,10,37.49,39.9,77.75,0,0,49,2.9,0,34,488.24,0,576.8733333333334,1,,0,555.88,0
PR-0048,Werkzeuge,Vivero,2024-11-01,2024,11,37.49,32.21,69.54,0,0,37,2.9,0,34,555.88,0,540.6633333333334,1,,0,425.88,0
PR-0048,Werkzeuge,Vivero,2024-12-01,2024,12,37.49,35.13,111.55,0,1,153,2.9,0,34,425.88,0,490.00000000000017,1,,0,422.63,0
PR-0048,Werkzeuge,Vivero,2025-01-01,2025,1,37.49,38.71,122.56,0,0,65,2.9,0,34,422.63,0,468.1300000000001,1,282.44,1,331.92,0
PR-0048,Werkzeuge,Vivero,2025-02-01,2025,2,37.49,35.89,66.29,0,1,89,2.9,0,34,331.92,0,393.47666666666674,1,297.3,1,562.1,0
PR-0048,Werkzeuge,Vivero,2025-03-01,2025,3,37.49,40.58,124.76,0,0,85,2.9,0,34,562.1,0,438.8833333333334,1,606.01,1,473.65,0
PR-0048,Werkzeuge,Vivero,2025-04-01,2025,4,37.49,39.2,102.86,0,0,87,2.9,0,34,473.65,0,455.89,1,642.58,1,720.89,0
PR-0048,Werkzeuge,Vivero,2025-05-01,2025,5,37.49,34.5,92.69,0,0,139,2.9,0,34,720.89,0,585.5466666666667,1,638.59,1,639.94,0
PR-0048,Werkzeuge,Vivero,2025-06-01,2025,6,37.49,33.51,134.97,0,0,80,2.9,0,34,639.94,0,611.4933333333335,1,657.51,1,489.05,0
PR-0048,Werkzeuge,Vivero,2025-07-01,2025,7,37.49,38.94,89.73,0,0,231,2.9,0,34,489.05,0,616.6266666666668,1,664.51,1,387.73,0
PR-0048,Werkzeuge,Vivero,2025-08-01,2025,8,37.49,36.93,98.0,0,0,17,2.9,0,34,387.73,0,505.57333333333344,1,577.87,1,381.69,0
PR-0048,Werkzeuge,Vivero,2025-09-01,2025,9,37.49,33.77,89.11,1,0,18,2.9,0,34,381.69,0,419.49000000000007,1,488.24,1,428.9,0
PR-0048,Werkzeuge,Vivero,2025-10-01,2025,10,37.49,35.54,46.11,0,0,68,2.9,0,34,428.9,0,399.44000000000005,1,555.88,1,367.16,0
PR-0048,Werkzeuge,Vivero,2025-11-01,2025,11,37.49,35.27,91.27,0,0,50,2.9,0,34,367.16,0,392.5833333333334,1,425.88,1,260.47,0
PR-0048,Werkzeuge,Vivero,2025-12-01,2025,12,37.49,33.08,69.82,0,0,99,2.9,0,34,260.47,0,352.17666666666673,1,422.63,1,261.88,0
PR-0049,Pflanzen,Garda Tools,2024-01-01,2024,1,14.34,14.54,41.3,0,0,128,3.8,0,33,,1,,0,,0,165.24,0
PR-0049,Pflanzen,Garda Tools,2024-02-01,2024,2,14.34,15.47,63.36,0,0,50,3.8,0,33,165.24,0,,0,,0,231.96,0
PR-0049,Pflanzen,Garda Tools,2024-03-01,2024,3,14.34,14.66,80.87,0,0,98,3.8,0,33,231.96,0,,0,,0,505.33,0
PR-0049,Pflanzen,Garda Tools,2024-04-01,2024,4,14.34,15.74,145.3,0,1,211,3.8,0,33,505.33,0,300.8433333333334,1,,0,933.01,0
PR-0049,Pflanzen,Garda Tools,2024-05-01,2024,5,14.34,12.74,79.66,0,0,30,3.8,0,33,933.01,0,556.7666666666668,1,,0,1027.41,0
PR-0049,Pflanzen,Garda Tools,2024-06-01,2024,6,14.34,14.06,82.41,0,0,132,3.8,0,33,1027.41,0,821.9166666666666,1,,0,586.61,0
PR-0049,Pflanzen,Garda Tools,2024-07-01,2024,7,14.34,14.81,102.78,0,0,212,3.8,0,33,586.61,0,849.0100000000001,1,,0,586.69,0
PR-0049,Pflanzen,Garda Tools,2024-08-01,2024,8,14.34,15.1,56.01,0,0,48,3.8,1,33,586.69,0,733.5700000000002,1,,0,645.31,0
PR-0049,Pflanzen,Garda Tools,2024-09-01,2024,9,14.34,15.18,72.21,0,0,61,3.8,0,33,645.31,0,606.2033333333334,1,,0,493.82,0
PR-0049,Pflanzen,Garda Tools,2024-10-01,2024,10,14.34,15.33,42.06,0,0,13,3.8,0,33,493.82,0,575.2733333333334,1,,0,547.19,0
PR-0049,Pflanzen,Garda Tools,2024-11-01,2024,11,14.34,14.99,95.7,0,0,146,3.8,0,33,547.19,0,562.1066666666667,1,,0,267.41,0
PR-0049,Pflanzen,Garda Tools,2024-12-01,2024,12,14.34,12.59,65.49,0,0,13,3.8,0,33,267.41,0,436.1400000000001,1,,0,169.22,0
PR-0049,Pflanzen,Garda Tools,2025-01-01,2025,1,14.34,15.18,71.66,0,0,52,3.8,0,33,169.22,0,327.9400000000001,1,165.24,1,173.94,0
PR-0049,Pflanzen,Garda Tools,2025-02-01,2025,2,14.34,15.31,95.61,0,0,35,3.8,0,33,173.94,0,203.52333333333343,1,231.96,1,279.72,0
PR-0049,Pflanzen,Garda Tools,2025-03-01,2025,3,14.34,16.46,75.2,0,1,50,3.8,0,33,279.72,0,207.6266666666668,1,505.33,1,872.13,0
PR-0049,Pflanzen,Garda Tools,2025-04-01,2025,4,14.34,15.17,100.61,0,0,30,3.8,0,33,872.13,0,441.93000000000006,1,933.01,1,919.01,0
PR-0049,Pflanzen,Garda Tools,2025-05-01,2025,5,14.34,15.14,79.92,0,1,83,3.8,0,33,919.01,0,690.2866666666667,1,1027.41,1,1032.79,0
PR-0049,Pflanzen,Garda Tools,2025-06-01,2025,6,14.34,14.4,73.7,0,0,116,3.8,0,33,1032.79,0,941.31,1,586.61,1,709.54,0
PR-0049,Pflanzen,Garda Tools,2025-07-01,2025,7,14.34,15.92,69.49,0,0,76,3.8,0,33,709.54,0,887.1133333333333,1,586.69,1,423.28,0
PR-0049,Pflanzen,Garda Tools,2025-08-01,2025,8,14.34,16.48,79.26,0,0,18,3.8,0,33,423.28,0,721.87,1,645.31,1,539.68,0
PR-0049,Pflanzen,Garda Tools,2025-09-01,2025,9,14.34,15.54,79.61,0,0,146,3.8,0,33,539.68,0,557.5,1,493.82,1,522.66,0
PR-0049,Pflanzen,Garda Tools,2025-10-01,2025,10,14.34,14.82,91.27,0,0,72,3.8,0,33,522.66,0,495.2066666666667,1,547.19,1,334.42,0
PR-0049,Pflanzen,Garda Tools,2025-11-01,2025,11,14.34,12.53,54.95,0,0,80,3.8,0,33,334.42,0,465.5866666666668,1,267.41,1,203.29,0
PR-0049,Pflanzen,Garda Tools,2025-12-01,2025,12,14.34,15.32,87.79,1,0,84,3.8,0,33,203.29,0,353.4566666666667,1,169.22,1,182.14,0
PR-0050,Bewaesserung,BioGruen,2024-01-01,2024,1,26.79,28.47,82.48,0,0,71,3.9,0,39,,1,,0,,0,1134.26,0
PR-0050,Bewaesserung,BioGruen,2024-02-01,2024,2,26.79,29.0,64.47,0,0,66,3.9,0,39,1134.26,0,,0,,0,1011.69,0
PR-0050,Bewaesserung,BioGruen,2024-03-01,2024,3,26.79,23.77,63.72,0,0,22,3.9,0,39,1011.69,0,,0,,0,1728.28,0
PR-0050,Bewaesserung,BioGruen,2024-04-01,2024,4,26.79,28.03,88.53,1,0,21,3.9,0,39,1728.28,0,1291.41,1,,0,2173.22,0
PR-0050,Bewaesserung,BioGruen,2024-05-01,2024,5,26.79,25.15,98.61,0,0,86,3.9,0,39,2173.22,0,1637.7299999999998,1,,0,3610.92,0
PR-0050,Bewaesserung,BioGruen,2024-06-01,2024,6,26.79,28.88,127.93,0,1,43,3.9,0,39,3610.92,0,2504.14,1,,0,7641.95,0
PR-0050,Bewaesserung,BioGruen,2024-07-01,2024,7,26.79,24.7,185.34,0,0,84,3.9,0,39,7641.95,0,4475.363333333334,1,,0,6559.05,0
PR-0050,Bewaesserung,BioGruen,2024-08-01,2024,8,26.79,28.27,116.35,0,0,139,3.9,0,39,6559.05,0,5937.306666666666,1,,0,5482.22,0
PR-0050,Bewaesserung,BioGruen,2024-09-01,2024,9,26.79,25.14,72.74,0,0,203,3.9,0,39,5482.22,0,6561.073333333334,1,,0,2272.62,0
PR-0050,Bewaesserung,BioGruen,2024-10-01,2024,10,26.79,22.84,57.15,0,0,69,3.9,0,39,2272.62,0,4771.296666666666,1,,0,1727.86,0
PR-0050,Bewaesserung,BioGruen,2024-11-01,2024,11,26.79,27.86,55.83,0,0,123,3.9,0,39,1727.86,0,3160.9,1,,0,1767.87,0
PR-0050,Bewaesserung,BioGruen,2024-12-01,2024,12,26.79,23.68,40.4,0,1,153,3.9,0,39,1767.87,0,1922.783333333333,1,,0,1182.75,0
PR-0050,Bewaesserung,BioGruen,2025-01-01,2025,1,26.79,28.07,92.15,0,0,132,3.9,0,39,1182.75,0,1559.493333333333,1,1134.26,1,1083.42,0
PR-0050,Bewaesserung,BioGruen,2025-02-01,2025,2,26.79,30.21,24.75,0,0,31,3.9,0,39,1083.42,0,1344.68,1,1011.69,1,1235.48,0
PR-0050,Bewaesserung,BioGruen,2025-03-01,2025,3,26.79,30.56,96.3,0,0,61,3.9,0,39,1235.48,0,1167.216666666667,1,1728.28,1,2051.52,0
PR-0050,Bewaesserung,BioGruen,2025-04-01,2025,4,26.79,24.67,68.78,0,0,187,3.9,0,39,2051.52,0,1456.8066666666666,1,2173.22,1,2375.69,0
PR-0050,Bewaesserung,BioGruen,2025-05-01,2025,5,26.79,29.28,88.86,0,1,48,3.9,0,39,2375.69,0,1887.5633333333333,1,3610.92,1,5793.51,0
PR-0050,Bewaesserung,BioGruen,2025-06-01,2025,6,26.79,25.61,87.67,0,1,33,3.9,1,39,5793.51,0,3406.906666666667,1,7641.95,1,8167.73,0
PR-0050,Bewaesserung,BioGruen,2025-07-01,2025,7,26.79,30.01,180.65,0,0,47,3.9,0,39,8167.73,0,5445.643333333333,1,6559.05,1,4734.94,0
PR-0050,Bewaesserung,BioGruen,2025-08-01,2025,8,26.79,29.1,114.56,0,0,182,3.9,0,39,4734.94,0,6232.06,1,5482.22,1,5518.69,0
PR-0050,Bewaesserung,BioGruen,2025-09-01,2025,9,26.79,23.37,111.34,0,0,44,3.9,0,39,5518.69,0,6140.453333333334,1,2272.62,1,2091.84,0
PR-0050,Bewaesserung,BioGruen,2025-10-01,2025,10,26.79,26.04,108.43,0,0,37,3.9,0,39,2091.84,0,4115.156666666667,1,1727.86,1,1686.8,0
PR-0050,Bewaesserung,BioGruen,2025-11-01,2025,11,26.79,25.48,78.68,0,1,90,3.9,0,39,1686.8,0,3099.11,1,1767.87,1,1759.06,0
PR-0050,Bewaesserung,BioGruen,2025-12-01,2025,12,26.79,29.08,46.17,0,0,70,3.9,0,39,1759.06,0,1845.9,1,1182.75,1,1143.65,0
PR-0051,Duengemittel,Hortica,2024-01-01,2024,1,7.64,7.43,75.64,0,0,38,3.4,0,44,,1,,0,,0,22.42,0
PR-0051,Duengemittel,Hortica,2024-02-01,2024,2,7.64,8.06,65.3,0,0,35,3.4,1,44,22.42,0,,0,,0,23.3,0
PR-0051,Duengemittel,Hortica,2024-03-01,2024,3,7.64,7.87,86.59,0,0,32,3.4,0,44,23.3,0,,0,,0,42.22,0
PR-0051,Duengemittel,Hortica,2024-04-01,2024,4,7.64,8.73,104.93,0,1,69,3.4,0,44,42.22,0,29.313333333333333,1,,0,87.44,0
PR-0051,Duengemittel,Hortica,2024-05-01,2024,5,7.64,8.64,97.89,0,0,16,3.4,0,44,87.44,0,50.98666666666666,1,,0,46.85,0
PR-0051,Duengemittel,Hortica,2024-06-01,2024,6,7.64,7.47,101.13,0,0,79,3.4,0,44,46.85,0,58.836666666666666,1,,0,34.67,0
PR-0051,Duengemittel,Hortica,2024-07-01,2024,7,7.64,8.15,98.04,0,0,30,3.4,0,44,34.67,0,56.32,1,,0,24.12,0
PR-0051,Duengemittel,Hortica,2024-08-01,2024,8,7.64,8.4,90.715,1,0,128,3.4,0,44,24.12,0,35.21333333333333,1,,0,25.38,0
PR-0051,Duengemittel,Hortica,2024-09-01,2024,9,7.64,8.55,97.53,0,0,62,3.4,0,44,25.38,0,28.05666666666667,1,,0,35.45,0
PR-0051,Duengemittel,Hortica,2024-10-01,2024,10,7.64,6.65,75.17,0,0,127,3.4,0,44,35.45,0,28.316666666666663,1,,0,23.62,0
PR-0051,Duengemittel,Hortica,2024-11-01,2024,11,7.64,7.19,117.13,0,0,128,3.4,0,44,23.62,0,28.15,1,,0,24.72,0
PR-0051,Duengemittel,Hortica,2024-12-01,2024,12,7.64,7.23,69.75,0,0,14,3.4,0,44,24.72,0,27.930000000000003,1,,0,23.04,0
PR-0051,Duengemittel,Hortica,2025-01-01,2025,1,7.64,7.49,110.09,0,0,52,3.4,0,44,23.04,0,23.793333333333333,1,22.42,1,27.05,0
PR-0051,Duengemittel,Hortica,2025-02-01,2025,2,7.64,6.88,46.8,0,0,116,3.4,0,44,27.05,0,24.936666666666667,1,23.3,1,30.61,0
PR-0051,Duengemittel,Hortica,2025-03-01,2025,3,7.64,7.63,90.36,0,0,52,3.4,0,44,30.61,0,26.899999999999995,1,42.22,1,49.55,0
PR-0051,Duengemittel,Hortica,2025-04-01,2025,4,7.64,8.01,97.28,0,0,29,3.4,0,44,49.55,0,35.73666666666667,1,87.44,1,65.25,0
PR-0051,Duengemittel,Hortica,2025-05-01,2025,5,7.64,7.63,110.54,0,0,66,3.4,0,44,65.25,0,48.47,1,46.85,1,35.15,0
PR-0051,Duengemittel,Hortica,2025-06-01,2025,6,7.64,8.02,113.27,0,0,70,3.4,0,44,35.15,0,49.98333333333334,1,34.67,1,14.68,0
PR-0051,Duengemittel,Hortica,2025-07-01,2025,7,7.64,6.65,52.52,0,0,37,3.4,0,44,14.68,0,38.36,1,24.12,1,24.72,0
PR-0051,Duengemittel,Hortica,2025-08-01,2025,8,7.64,8.5,56.08,0,0,23,3.4,0,44,24.72,0,24.85,1,25.38,1,29.2,0
PR-0051,Duengemittel,Hortica,2025-09-01,2025,9,7.64,8.65,50.41,0,0,86,3.4,0,44,29.2,0,22.866666666666664,1,35.45,1,26.37,0
PR-0051,Duengemittel,Hortica,2025-10-01,2025,10,7.64,7.91,125.64,0,0,58,3.4,0,44,26.37,0,26.76333333333333,1,23.62,1,28.46,0
PR-0051,Duengemittel,Hortica,2025-11-01,2025,11,7.64,8.51,91.5,0,1,111,3.4,0,44,28.46,0,28.01,1,24.72,1,35.92,0
PR-0051,Duengemittel,Hortica,2025-12-01,2025,12,7.64,6.8,56.67,0,0,108,3.4,0,44,35.92,0,30.25,1,23.04,1,29.49,0
PR-0052,Bewaesserung,GartenStern,2024-01-01,2024,1,1.5,1.63,62.43,0,0,42,3.1,0,42,,1,,0,,0,4.53,0
PR-0052,Bewaesserung,GartenStern,2024-02-01,2024,2,1.5,1.33,101.59,0,0,136,3.1,0,42,4.53,0,,0,,0,6.0,0
PR-0052,Bewaesserung,GartenStern,2024-03-01,2024,3,1.5,1.46,76.99,0,0,37,3.1,0,42,6.0,0,,0,,0,9.67,0
PR-0052,Bewaesserung,GartenStern,2024-04-01,2024,4,1.5,1.42,83.59,0,1,57,3.1,0,42,9.67,0,6.733333333333333,1,,0,16.18,0
PR-0052,Bewaesserung,GartenStern,2024-05-01,2024,5,1.5,1.54,80.39,0,1,6,3.1,0,42,16.18,0,10.616666666666664,1,,0,25.4,0
PR-0052,Bewaesserung,GartenStern,2024-06-01,2024,6,1.5,1.41,83.1,0,0,44,3.1,0,42,25.4,0,17.083333333333332,1,,0,17.88,0
PR-0052,Bewaesserung,GartenStern,2024-07-01,2024,7,1.5,1.56,170.73,0,0,45,3.1,0,42,17.88,0,19.82,1,,0,21.93,0
PR-0052,Bewaesserung,GartenStern,2024-08-01,2024,8,1.5,1.44,171.25,0,0,55,3.1,0,42,21.93,0,21.736666666666668,1,,0,17.48,0
PR-0052,Bewaesserung,GartenStern,2024-09-01,2024,9,1.5,1.66,88.53,1,0,71,3.1,0,42,17.48,0,19.096666666666664,1,,0,11.3,0
PR-0052,Bewaesserung,GartenStern,2024-10-01,2024,10,1.5,1.56,110.88,0,0,76,3.1,0,42,11.3,0,16.903333333333332,1,,0,8.21,0
PR-0052,Bewaesserung,GartenStern,2024-11-01,2024,11,1.5,1.37,64.03,0,0,158,3.1,0,42,8.21,0,12.33,1,,0,5.65,0
PR-0052,Bewaesserung,GartenStern,2024-12-01,2024,12,1.5,1.43,83.53,0,0,128,3.1,0,42,5.65,0,8.386666666666668,1,,0,2.02,0
PR-0052,Bewaesserung,GartenStern,2025-01-01,2025,1,1.5,1.66,102.46,0,0,34,3.1,0,42,2.02,0,5.293333333333334,1,4.53,1,7.09,0
PR-0052,Bewaesserung,GartenStern,2025-02-01,2025,2,1.5,1.45,71.74,0,0,41,3.1,0,42,7.09,0,4.92,1,6.0,1,5.6,0
PR-0052,Bewaesserung,GartenStern,2025-03-01,2025,3,1.5,1.52,75.74,0,0,62,3.1,0,42,5.6,0,4.903333333333333,1,9.67,1,10.47,0
PR-0052,Bewaesserung,GartenStern,2025-04-01,2025,4,1.5,1.57,115.35,0,0,103,3.1,0,42,10.47,0,7.72,1,16.18,1,13.17,0
PR-0052,Bewaesserung,GartenStern,2025-05-01,2025,5,1.5,1.43,70.04,0,0,72,3.1,0,42,13.17,0,9.746666666666668,1,25.4,1,11.29,0
PR-0052,Bewaesserung,GartenStern,2025-06-01,2025,6,1.5,1.41,161.29,0,0,57,3.1,0,42,11.29,0,11.643333333333333,1,17.88,1,24.17,0
PR-0052,Bewaesserung,GartenStern,2025-07-01,2025,7,1.5,1.49,131.4,0,1,70,3.1,0,42,24.17,0,16.21,1,21.93,1,23.94,0
PR-0052,Bewaesserung,GartenStern,2025-08-01,2025,8,1.5,1.37,94.24,0,0,91,3.1,0,42,23.94,0,19.8,1,17.48,1,19.79,0
PR-0052,Bewaesserung,GartenStern,2025-09-01,2025,9,1.5,1.4,73.69,0,0,39,3.1,0,42,19.79,0,22.633333333333336,1,11.3,1,11.21,0
PR-0052,Bewaesserung,GartenStern,2025-10-01,2025,10,1.5,1.3,45.63,0,0,175,3.1,0,42,11.21,0,18.313333333333333,1,8.21,1,6.99,0
PR-0052,Bewaesserung,GartenStern,2025-11-01,2025,11,1.5,1.41,62.94,0,0,65,3.1,0,42,6.99,0,12.663333333333334,1,5.65,1,4.69,0
PR-0052,Bewaesserung,GartenStern,2025-12-01,2025,12,1.5,1.42,66.3,0,0,90,3.1,0,42,4.69,0,7.63,1,2.02,1,2.15,0
PR-0053,Toepfe,GartenStern,2024-01-01,2024,1,5.93,6.75,57.26,0,0,32,2.6,0,41,,1,,0,,0,66.63,0
PR-0053,Toepfe,GartenStern,2024-02-01,2024,2,5.93,6.09,85.81,0,0,71,2.6,0,41,66.63,0,,0,,0,86.78,0
PR-0053,Toepfe,GartenStern,2024-03-01,2024,3,5.93,6.44,109.62,0,0,35,2.6,0,41,86.78,0,,0,,0,107.68,0
PR-0053,Toepfe,GartenStern,2024-04-01,2024,4,5.93,5.12,92.66,0,0,67,2.6,0,41,107.68,0,87.03000000000002,1,,0,103.54,0
PR-0053,Toepfe,GartenStern,2024-05-01,2024,5,5.93,5.23,115.09,0,0,86,2.6,0,41,103.54,0,99.33333333333331,1,,0,91.32,0
PR-0053,Toepfe,GartenStern,2024-06-01,2024,6,5.93,6.49,68.21,0,0,89,2.6,0,41,91.32,0,100.84666666666668,1,,0,99.88,0
PR-0053,Toepfe,GartenStern,2024-07-01,2024,7,5.93,6.15,113.19,0,0,63,2.6,0,41,99.88,0,98.24666666666668,1,,0,101.94,0
PR-0053,Toepfe,GartenStern,2024-08-01,2024,8,5.93,5.38,90.18,0,0,42,2.6,0,41,101.94,0,97.71333333333332,1,,0,71.11,0
PR-0053,Toepfe,GartenStern,2024-09-01,2024,9,5.93,5.76,127.33,0,0,154,2.6,0,41,71.11,0,90.97666666666665,1,,0,89.62,0
PR-0053,Toepfe,GartenStern,2024-10-01,2024,10,5.93,6.0,155.18,0,0,160,2.6,0,41,89.62,0,87.55666666666666,1,,0,106.14,0
PR-0053,Toepfe,GartenStern,2024-11-01,2024,11,5.93,6.54,74.73,0,0,18,2.6,1,41,106.14,0,88.95666666666666,1,,0,66.25,0
PR-0053,Toepfe,GartenStern,2024-12-01,2024,12,5.93,5.15,88.08,1,0,76,2.6,0,41,66.25,0,87.33666666666666,1,,0,59.15,0
PR-0053,Toepfe,GartenStern,2025-01-01,2025,1,5.93,6.1,77.79,0,1,42,2.6,0,41,59.15,0,77.17999999999999,1,66.63,1,107.39,0
PR-0053,Toepfe,GartenStern,2025-02-01,2025,2,5.93,6.32,102.55,0,0,48,2.6,0,41,107.39,0,77.59666666666668,1,86.78,1,67.43,0
PR-0053,Toepfe,GartenStern,2025-03-01,2025,3,5.93,6.78,134.19,0,0,114,2.6,0,41,67.43,0,77.99000000000001,1,107.68,1,105.19,0
PR-0053,Toepfe,GartenStern,2025-04-01,2025,4,5.93,6.48,79.61,0,0,34,2.6,0,41,105.19,0,93.33666666666666,1,103.54,1,121.92,0
PR-0053,Toepfe,GartenStern,2025-05-01,2025,5,5.93,5.53,106.98,0,0,13,2.6,0,41,121.92,0,98.18,1,91.32,1,81.85,0
PR-0053,Toepfe,GartenStern,2025-06-01,2025,6,5.93,6.3,86.33,0,0,43,2.6,1,41,81.85,0,102.98666666666668,1,99.88,1,83.76,0
PR-0053,Toepfe,GartenStern,2025-07-01,2025,7,5.93,6.4,103.13,0,0,74,2.6,0,41,83.76,0,95.84333333333336,1,101.94,1,84.75,0
PR-0053,Toepfe,GartenStern,2025-08-01,2025,8,5.93,6.34,126.4,0,0,55,2.6,0,41,84.75,0,83.45333333333333,1,71.11,1,50.55,0
PR-0053,Toepfe,GartenStern,2025-09-01,2025,9,5.93,6.5,80.73,0,0,72,2.6,0,41,50.55,0,73.02000000000001,1,89.62,1,79.91,0
PR-0053,Toepfe,GartenStern,2025-10-01,2025,10,5.93,6.65,44.91,0,0,119,2.6,0,41,79.91,0,71.73666666666666,1,106.14,1,62.34,0
PR-0053,Toepfe,GartenStern,2025-11-01,2025,11,5.93,5.22,106.42,0,0,72,2.6,0,41,62.34,0,64.26666666666667,1,66.25,1,66.45,0
PR-0053,Toepfe,GartenStern,2025-12-01,2025,12,5.93,5.23,65.27,0,0,146,2.6,0,41,66.45,0,69.56666666666666,1,59.15,1,68.75,0
PR-0054,Werkzeuge,Vivero,2024-01-01,2024,1,18.24,19.86,74.65,0,0,76,2.3,0,30,,1,,0,,0,27.99,0
PR-0054,Werkzeuge,Vivero,2024-02-01,2024,2,18.24,16.88,100.12,0,0,93,2.3,1,30,27.99,0,,0,,0,49.48,0
PR-0054,Werkzeuge,Vivero,2024-03-01,2024,3,18.24,15.82,101.3,0,0,73,2.3,0,30,49.48,0,,0,,0,58.41,0
PR-0054,Werkzeuge,Vivero,2024-04-01,2024,4,18.24,17.7,98.89,0,0,38,2.3,0,30,58.41,0,45.29333333333333,1,,0,77.32,0
PR-0054,Werkzeuge,Vivero,2024-05-01,2024,5,18.24,19.99,81.9,0,0,95,2.3,0,30,77.32,0,61.73666666666667,1,,0,103.91,0
PR-0054,Werkzeuge,Vivero,2024-06-01,2024,6,18.24,16.2,12.09,0,0,43,2.3,1,30,103.91,0,79.88000000000001,1,,0,92.7,0
PR-0054,Werkzeuge,Vivero,2024-07-01,2024,7,18.24,19.18,108.85,0,0,152,2.3,0,30,92.7,0,91.31,1,,0,92.89,0
PR-0054,Werkzeuge,Vivero,2024-08-01,2024,8,18.24,15.52,83.17,0,1,58,2.3,0,30,92.89,0,96.5,1,,0,81.71,0
PR-0054,Werkzeuge,Vivero,2024-09-01,2024,9,18.24,16.1,130.86,0,1,98,2.3,0,30,81.71,0,89.10000000000001,1,,0,76.48,0
PR-0054,Werkzeuge,Vivero,2024-10-01,2024,10,18.24,17.42,100.75,0,0,154,2.3,0,30,76.48,0,83.69333333333334,1,,0,73.95,0
PR-0054,Werkzeuge,Vivero,2024-11-01,2024,11,18.24,15.96,70.36,0,0,62,2.3,0,30,73.95,0,77.38,1,,0,67.14,0
PR-0054,Werkzeuge,Vivero,2024-12-01,2024,12,18.24,20.13,110.89,0,1,142,2.3,0,30,67.14,0,72.52333333333334,1,,0,93.31,0
PR-0054,Werkzeuge,Vivero,2025-01-01,2025,1,18.24,20.23,104.94,0,0,96,2.3,0,30,93.31,0,78.13333333333334,1,27.99,1,39.29,0
PR-0054,Werkzeuge,Vivero,2025-02-01,2025,2,18.24,19.64,75.68,0,0,42,2.3,0,30,39.29,0,66.58,1,49.48,1,50.62,0
PR-0054,Werkzeuge,Vivero,2025-03-01,2025,3,18.24,16.83,126.3,0,0,122,2.3,0,30,50.62,0,61.07333333333335,1,58.41,1,72.0,0
PR-0054,Werkzeuge,Vivero,2025-04-01,2025,4,18.24,18.37,85.01,0,0,204,2.3,0,30,72.0,0,53.970000000000006,1,77.32,1,48.9,0
